id;lat;lon;time;tags;url
5462013;525.102.916.666.667;4.724.125;26-3-2020 16:50;can+energydrink+metal+notpickedduetocorona+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/3/26/134369-1585248982559_IMG_8207.JPG
5462024;52.511.845;472.126.333.333.333;26-3-2020 16:48;can+energydrink+metal+notpickedduetocorona+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/3/26/134369-1585248982717_IMG_8203.JPG
5462029;525.234.533.333.333;472.018.833.333.333;26-3-2020 16:38;can+energydrink+metal+notpickedduetocorona+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/3/26/134369-1585248983674_IMG_8192.JPG
5457873;524.722.966.666.667;469.203.833.333.333;25-3-2020 16:00;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/3/25/134369-1585157064500_IMG_8180.JPG
5443611;5.246.598;474.098.333.333.333;22-3-2020 14:45;aluminum+can+energydrink+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/3/22/134369-1584893499145_IMG_8165.JPG
5431950;52.498.475;474.796.166.666.667;21-3-2020 13:38;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/3/21/134369-1584798728757_IMG_7941.JPG
5431953;52.498.475;474.796.166.666.667;21-3-2020 13:38;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/3/21/134369-1584798728683_IMG_7940.JPG
5431968;524.984.633.333.333;4.747.975;21-3-2020 13:37;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/3/21/134369-1584798729231_IMG_7930.JPG
5432012;52.498.475;474.793.666.666.667;21-3-2020 13:35;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/3/21/134369-1584798730509_IMG_7914.JPG
5432011;524.984.866.666.667;474.795.333.333.333;21-3-2020 13:34;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/3/21/134369-1584798730441_IMG_7913.JPG
5431998;524.984.866.666.667;474.795.333.333.333;21-3-2020 13:34;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/3/21/134369-1584798730373_IMG_7912.JPG
5432015;524.984.866.666.667;4.747.945;21-3-2020 13:34;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/3/21/134369-1584798730561_IMG_7911.JPG
5432014;5.249.848;474.796.166.666.667;21-3-2020 13:34;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/3/21/134369-1584798730649_IMG_7910.JPG
5432016;524.984.966.666.667;474.797.833.333.333;21-3-2020 13:34;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/3/21/134369-1584798730700_IMG_7909.JPG
5432021;52.498.495;4.747.975;21-3-2020 13:34;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/3/21/134369-1584798730903_IMG_7908.JPG
5432020;52.498.495;4.747.975;21-3-2020 13:34;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/3/21/134369-1584798730834_IMG_7907.JPG
5432018;524.985;474.797.833.333.333;21-3-2020 13:34;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/3/21/134369-1584798730770_IMG_7906.JPG
5432023;524.985;474.797.833.333.333;21-3-2020 13:34;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/3/21/134369-1584798730977_IMG_7905.JPG
5432026;524.985.083.333.333;4.747.995;21-3-2020 13:34;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/3/21/134369-1584798731048_IMG_7904.JPG
5432028;524.985.083.333.333;4.747.995;21-3-2020 13:33;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/3/21/134369-1584798731122_IMG_7903.JPG
5432141;52.498.505;4.748;21-3-2020 13:33;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/3/21/134369-1584798731315_IMG_7902.JPG
